gender;d_age;attractive_o;sinsere_o;intelligence_o;funny_o;ambitous_o;attractive_partner;sincere_partner;intelligence_partner;funny_partner;ambition_partner;exercise;clubbing;tv;shopping;interests_correlate;like;match
0;3;8;8;7;8;7;6;6;6;6;6;2;3;1;3;61;5;1
0;1;7;7;7;7;7;6;7;8;8;8;4;8;1;1;59;5;1
1;2;10;10;10;8;9;3;5;5;5;5;3;3;4;9;54;5;1
1;6;6;6;8;8;7;5;5;6;7;6;6;7;4;7;53;5;1
1;1;9;8;7;8;7;6;8;8;6;8;4;5;6;3;53;5;1
1;0;8;8;7;7;7;6;6;6;6;6;9;8;8;6;52;5;1
1;2;8;8;8;9;9;7;7;6;8;7;8;8;8;4;52;5;1
1;1;8;8;8;7;8;10;7;7;6;6;1;6;7;2;52;5;1
1;4;8;8;9;9;8;7;8;7;7;7;7;8;7;7;51;5;1
0;4;6;6;8;6;8;5;6;6;5;6;9;6;5;9;49;5;1
0;1;6;7;7;8;7;5;7;6;6;6;6;8;7;8;49;5;1
1;1;9;9;9;8;9;6;7;6;8;7;8;8;8;4;47;5;1
1;2;6;5;6;5;5;4;7;7;7;7;6;6;5;5;43;5;1
1;2;6;6;6;6;6;4;6;4;5;4;6;5;5;4;43;5;1
1;3;10;10;10;10;10;5;8;8;6;7;1;10;10;8;42;5;1
1;2;8;7;8;7;7;5;7;8;7;8;8;8;8;4;41;5;1
0;5;9;6;9;3;6;6;8;8;5;3;2;2;2;3;41;5;1
1;5;6;8;8;6;7;3;7;6;6;5;6;4;4;7;39;5;1
0;1;6;7;7;7;6;7;10;10;8;5;2;1;3;1;38;5;1
1;2;10;9;9;10;8;6;8;8;7;7;9;7;7;4;37;5;1
1;4;7;7;9;8;7;6;5;6;7;7;6;4;4;7;36;5;1
1;2;7;8;7;8;7;6;5;3;7;8;3;10;4;4;36;5;1
0;3;7;7;7;8;7;6;8;7;6;7;7;9;1;1;35;5;1
1;5;6;8;7;7;6;7;5;7;8;7;8;8;8;4;34;5;1
1;0;7;8;7;7;8;8;6;7;8;7;5;4;5;6;32;5;1
0;7;7;7;7;7;7;5;7;8;5;6;5;7;1;6;32;5;1
0;2;8;8;9;9;8;6;9;9;6;5;6;7;6;5;31;5;1
0;1;3;9;10;5;10;5;5;5;5;5;5;3;6;4;27;5;1
1;2;5;5;7;7;7;8;5;8;6;8;6;4;4;7;23;5;1
0;4;8;8;8;8;8;5;5;7;6;6;3;7;7;4;22;5;1
1;6;6;6;6;7;7;5;5;5;10;8;6;7;4;7;21;5;1
0;2;6;6;6;5;5;7;8;9;8;7;6;4;6;1;18;5;1
1;2;9;8;8;8;7;5;6;7;4;5;1;10;10;8;17;5;1
1;6;7;7;7;7;5;5;5;5;5;5;8;5;7;9;13;5;1
1;3;7;8;8;8;6;6;6;6;6;6;9;8;8;6;12;5;1
0;6;5;5;8;8;5;3;7;6;5;5;2;4;4;2;12;5;1
1;0;9;7;7;8;7;10;10;9;10;10;7;7;7;6;11;5;1
1;4;8;6;9;9;8;7;6;8;9;4;7;8;1;3;11;5;1
1;3;10;8;10;8;2;6;4;5;5;6;6;5;4;6;9;5;1
0;2;6;7;7;5;6;7;10;8;6;8;2;2;5;5;4;5;1
0;3;9;8;9;9;9;7;7;8;7;7;9;9;2;9;3;5;1
0;2;7;7;7;5;5;5;5;5;5;5;6;4;6;2;3;5;1
0;5;8;8;9;8;8;7;7;6;7;6;8;1;4;10;2;5;1
1;5;7;7;6;7;6;8;8;9;8;8;7;8;7;7;2;5;1
1;7;8;7;7;9;6;7;5;7;7;7;9;8;8;6;0;5;1
1;2;7;9;8;9;7;5;10;8;8;5;1;10;8;8;-1;5;1
0;1;9;7;8;8;8;6;9;9;6;8;10;8;3;3;-3;5;1
0;1;6;8;8;6;8;6;6;5;4;3;9;0;7;2;-3;5;1
1;2;8;8;8;8;8;8;6;5;6;6;1;10;10;8;-4;5;1
1;6;5;7;6;7;6;2;6;6;6;4;6;7;6;4;-5;5;1
0;2;8;8;8;8;7;6;3;5;4;5;7;8;1;2;-6;5;1
0;2;7;9;10;7;10;7;5;5;4;2;7;8;1;2;-6;5;1
1;1;9;8;7;8;9;6;7;8;7;6;8;8;8;4;-13;5;1
1;1;9;8;9;9;9;5;7;8;7;8;7;8;7;7;-17;5;1
1;4;8;7;7;7;4;6;5;6;5;6;1;6;10;9;-23;5;1
0;4;8;8;9;9;8;5;7;7;9;9;6;9;4;2;-33;5;1
1;3;5;6;8;5;5;5;2;6;2;5;4;3;1;5;-47;5;1
0;3;5;2;6;2;5;5;6;8;5;5;7;4;7;2;-47;5;1
0;10;7;8;8;7;7;6;8;8;4;5;2;1;3;1;75;4;1
1;14;9;10;9;8;7;8;8;8;7;5;3;6;3;4;72;4;1
1;1;5;5;5;5;5;4;6;6;6;6;6;4;6;4;64;4;1
1;3;5;6;7;7;6;5;5;7;5;7;9;7;7;4;63;4;1
1;1;8;6;5;8;5;5;4;7;7;7;8;8;8;4;55;4;1
1;1;6;8;9;7;8;1;9;9;1;6;5;8;5;3;48;4;1
1;2;6;7;7;7;7;4;6;8;7;9;8;7;5;8;46;4;1
0;2;4;7;7;7;7;6;5;6;5;5;5;5;3;7;43;4;1
1;2;5;8;8;6;8;4;6;7;6;7;6;6;5;5;39;4;1
1;7;9;9;9;5;8;5;3;5;5;2;5;9;5;7;-2;4;1
0;0;5;9;9;7;7;5;10;10;10;10;6;6;10;1;-15;4;1
1;4;7;6;10;7;9;6;7;7;6;6;6;8;6;9;-27;4;1
1;1;7;9;8;8;6;3;9;9;5;7;7;8;7;7;-27;4;1
0;3;6;4;5;5;6;10;8;10;8;2;10;4;7;10;9;3;1
1;7;10;10;9;10;10;1;10;10;6;5;6;9;8;7;4;3;1
1;0;4;5;8;6;7;4;4;5;4;2;5;9;5;7;-3;3;1
1;2;7;7;6;8;6;3;7;8;9;6;6;9;8;7;33;2;1
0;6;8;10;10;9;9;10;8;10;8;10;10;4;7;10;12;2;1
1;1;6;10;8;9;8;1;7;9;2;9;3;9;2;9;-16;2;1
0;4;7;7;9;9;8;10;10;10;8;8;10;4;7;10;54;1;1
0;12;1;10;4;6;6;10;9;9;10;9;3;4;6;3;26;97;0
0;3;7;4;5;6;5;10;9;9;10;7;5;7;4;2;22;95;0
0;1;7;8;8;6;10;10;8;7;8;7;5;7;4;2;-24;95;0
1;2;4;7;7;6;6;8;8;7;8;9;4;1;6;7;27;85;0
0;1;4;4;4;4;4;9;6;8;9;6;5;4;8;8;-17;85;0
1;2;8;9;8;7;6;7;5;7;8;7;8;1;1;7;65;75;0
0;13;8;10;10;7;10;7;7;8;8;9;3;4;6;3;63;75;0
0;3;5;7;7;5;6;8;8;9;8;7;8;7;5;2;-9;75;0
1;1;4;9;8;6;6;5;5;9;7;9;4;5;9;10;52;65;0
1;2;6;10;9;8;9;6;6;7;6;6;3;7;9;10;41;65;0
0;2;6;7;7;8;6;7;8;8;8;8;4;9;9;8;17;65;0
0;3;7;9;9;6;5;8;7;8;7;7;6;4;6;1;17;65;0
0;6;4;8;7;6;8;7;7;8;6;7;8;7;5;2;15;65;0
1;4;8;8;9;8;9;7;7;7;6;6;7;6;8;10;4;65;0
1;3;7;7;7;6;6;6;7;7;6;7;6;8;5;7;-15;65;0
0;1;4;10;10;3;3;7;7;7;7;7;6;5;7;10;-17;65;0
0;4;1;1;6;1;5;5;5;5;5;4;6;5;7;10;11;45;0
1;5;4;7;8;5;6;10;9;10;10;9;8;5;2;4;79;10;0
0;3;5;7;8;6;5;10;10;10;10;10;6;6;1;2;74;10;0
1;3;10;10;8;9;8;10;10;10;10;9;8;5;2;4;73;10;0
1;5;5;7;7;4;9;6;8;8;8;7;10;5;7;5;72;10;0
0;1;7;2;8;8;5;10;10;10;10;10;8;6;1;2;72;10;0
1;4;8;5;7;7;6;8;8;8;10;8;5;6;1;1;65;10;0
1;4;10;10;10;10;10;10;10;10;10;10;10;3;10;9;64;10;0
0;4;10;10;10;10;10;10;10;10;10;10;7;2;5;7;64;10;0
0;2;4;4;6;4;4;10;10;10;10;10;3;8;8;8;61;10;0
0;13;6;8;9;8;10;10;10;9;8;7;6;1;1;8;59;10;0
1;4;7;5;6;8;2;3;10;10;5;8;6;6;3;3;59;10;0
1;2;10;10;10;11;10;10;10;10;10;10;9;1;10;10;53;10;0
0;2;10;10;10;10;10;10;10;10;10;10;10;1;5;8;53;10;0
0;2;6;7;7;7;7;10;10;10;10;10;6;6;1;2;53;10;0
0;0;3;6;8;7;8;10;10;10;10;10;2;7;8;8;52;10;0
0;5;4;6;6;5;6;8;8;9;9;9;8;8;9;9;41;10;0
1;2;9;6;8;7;7;7;9;8;8;7;10;5;7;5;38;10;0
0;7;7;7;7;7;7;9;10;10;8;8;2;2;8;5;37;10;0
0;3;10;10;10;10;10;10;10;10;10;10;5;8;8;8;36;10;0
1;3;10;10;10;10;10;10;10;10;10;10;5;8;5;3;36;10;0
1;4;8;8;9;6;9;10;9;10;10;10;5;6;8;7;34;10;0
0;0;6;8;7;9;7;10;10;10;10;7;9;9;6;2;32;10;0
0;5;8;6;7;7;5;7;10;10;10;10;10;4;7;10;27;10;0
1;4;9;8;7;7;7;8;7;10;8;9;9;8;1;5;27;10;0
0;9;7;7;8;8;8;8;9;10;10;8;10;7;10;1;25;10;0
0;1;8;10;8;8;8;10;10;10;9;9;8;6;5;4;24;10;0
1;4;5;10;10;8;10;10;9;10;8;8;10;8;6;6;19;10;0
0;1;2;7;7;10;5;10;10;10;10;10;6;6;1;2;18;10;0
0;0;3;4;5;3;2;10;10;10;10;10;9;6;8;7;17;10;0
1;3;7;8;7;9;8;10;10;10;10;10;9;7;5;7;17;10;0
0;13;5;8;8;8;8;10;10;10;10;10;2;2;8;5;17;10;0
0;6;7;6;8;5;7;10;10;10;10;10;10;4;7;10;16;10;0
1;4;9;7;8;7;7;3;5;6;5;4;8;8;8;5;16;10;0
0;1;4;8;8;8;6;10;10;10;10;10;6;6;1;2;16;10;0
1;4;5;5;6;5;5;10;8;8;10;8;5;6;8;7;14;10;0
0;0;3;8;8;3;8;10;10;10;10;10;5;8;2;5;13;10;0
1;3;9;8;8;9;8;8;9;10;10;9;2;9;1;4;13;10;0
0;1;10;10;10;10;10;10;10;10;10;10;7;6;8;5;12;10;0
0;1;3;5;4;5;2;10;10;10;10;8;10;4;7;10;11;10;0
0;3;7;9;9;7;9;10;10;10;10;10;2;7;8;8;9;10;0
1;5;6;7;5;4;5;8;10;10;8;10;10;6;8;9;8;10;0
0;1;8;10;9;10;5;10;10;10;10;10;7;6;8;5;8;10;0
0;0;6;8;8;10;8;10;10;9;10;9;8;7;5;7;7;10;0
1;4;6;8;9;6;9;10;7;9;10;10;8;6;10;9;6;10;0
1;0;10;10;10;10;10;10;10;10;10;10;5;6;6;8;6;10;0
0;0;10;10;10;10;10;10;10;10;10;10;7;2;5;7;6;10;0
1;2;8;9;9;9;9;5;5;10;5;5;7;8;5;9;5;10;0
0;1;4;7;8;8;6;10;10;10;10;10;2;7;8;8;5;10;0
0;3;2;8;7;6;6;10;10;10;10;10;9;6;8;7;5;10;0
0;2;4;4;5;6;6;8;9;10;9;10;4;10;7;5;5;10;0
0;1;2;8;5;2;8;10;10;10;10;10;3;4;6;3;5;10;0
0;4;10;10;10;10;10;10;10;10;10;10;8;8;3;3;5;10;0
1;4;5;8;7;5;5;8;10;10;10;10;5;5;9;9;2;10;0
1;1;10;8;3;10;10;10;10;10;10;10;6;9;1;10;1;10;0
0;2;5;8;9;6;3;10;10;10;10;10;2;7;8;8;1;10;0
1;1;5;7;7;6;7;1;7;8;9;10;2;1;8;8;1;10;0
0;2;4;6;8;4;9;10;10;10;10;10;3;8;8;8;-3;10;0
0;1;4;9;8;6;6;10;10;10;10;10;9;6;8;7;-3;10;0
1;1;9;9;9;10;8;10;10;10;10;10;9;1;10;10;-5;10;0
1;2;4;6;6;5;5;8;10;10;10;10;2;1;10;9;-5;10;0
1;1;10;10;10;10;10;10;10;10;10;10;8;8;2;8;-5;10;0
1;4;5;4;4;4;5;10;10;10;10;10;7;7;7;6;-5;10;0
0;1;10;10;10;10;10;10;10;10;10;10;7;6;8;5;-5;10;0
1;3;3;10;7;7;10;9;6;7;9;6;7;8;8;8;-6;10;0
0;10;4;6;8;6;5;10;10;10;8;8;2;2;8;5;-6;10;0
0;4;5;8;7;5;8;10;10;10;10;10;9;6;8;7;-12;10;0
1;2;6;4;4;8;4;10;10;10;10;10;9;8;7;6;-13;10;0
0;1;5;6;6;4;3;9;8;9;10;9;4;10;7;5;-16;10;0
0;1;4;6;8;8;6;10;10;10;10;10;2;7;8;8;-17;10;0
0;23;5;9;9;3;9;10;10;5;7;6;7;8;10;9;-19;10;0
0;3;7;6;5;7;7;10;10;10;10;10;3;8;8;8;-19;10;0
1;1;7;8;8;7;8;8;9;10;10;8;6;7;7;1;-19;10;0
1;2;7;9;8;7;7;10;10;10;10;10;2;6;4;5;-23;10;0
0;3;6;10;10;6;10;10;10;10;10;10;5;8;2;5;-27;10;0
0;2;5;7;7;6;7;10;10;10;10;10;6;6;1;2;-37;10;0
0;1;4;7;9;4;3;10;10;10;10;10;2;7;8;8;-51;10;0
1;2;5;8;7;8;5;8;8;8;8;9;8;1;8;8;78;9;0
0;6;5;9;7;5;8;8;8;9;10;9;9;8;4;3;72;9;0
0;3;6;6;6;7;7;10;9;10;10;10;10;1;5;10;71;9;0
0;2;6;8;9;6;8;9;10;8;9;7;8;6;1;2;71;9;0
0;4;7;8;8;9;8;8;9;8;10;7;9;5;1;3;66;9;0
0;2;3;7;7;6;9;9;10;7;9;7;8;2;1;6;65;9;0
0;4;4;10;10;6;8;8;8;8;8;8;7;5;8;5;65;9;0
0;5;7;9;9;5;7;10;9;10;7;10;5;7;1;2;65;9;0
0;1;4;5;5;6;5;10;9;10;10;10;10;1;5;10;64;9;0
1;6;5;8;8;7;6;8;9;9;9;9;7;9;6;5;62;9;0
0;2;8;7;7;7;7;9;10;10;9;9;10;1;5;10;61;9;0
0;0;5;6;7;6;6;8;9;6;8;5;8;6;1;2;57;9;0
0;3;8;6;6;8;6;9;10;10;10;10;10;1;5;10;56;9;0
0;10;6;10;9;8;8;9;8;8;6;7;5;3;5;2;55;9;0
0;3;4;7;9;4;6;5;6;7;9;7;8;8;6;7;54;9;0
0;1;5;10;8;8;8;9;10;10;10;9;8;7;5;7;54;9;0
1;3;6;9;9;6;8;10;9;9;10;6;6;8;5;6;54;9;0
1;12;4;6;6;4;4;8;10;9;9;9;8;5;2;4;54;9;0
1;0;6;6;8;6;7;7;8;9;8;8;9;9;4;10;53;9;0
0;2;3;3;4;3;3;10;9;7;7;7;2;5;9;7;53;9;0
0;2;7;7;7;8;8;8;9;8;10;9;4;10;7;5;53;9;0
1;2;7;5;10;6;7;7;10;10;8;10;6;7;8;10;52;9;0
0;3;9;7;8;7;7;9;9;10;9;10;8;9;2;8;51;9;0
0;1;5;7;7;6;7;9;8;9;9;10;8;8;6;7;51;9;0
0;3;4;9;9;4;9;10;10;10;9;8;3;4;6;3;51;9;0
0;7;2;7;6;8;6;10;9;9;9;9;4;7;1;1;51;9;0
0;0;7;7;7;5;5;8;9;9;9;8;7;8;3;7;49;9;0
0;2;1;1;1;1;1;7;7;7;5;6;8;7;1;6;48;9;0
0;4;5;9;7;5;7;8;8;8;8;8;3;3;3;3;48;9;0
1;1;10;10;10;4;5;10;9;9;6;6;8;3;4;1;48;9;0
0;0;7;8;7;7;7;9;9;9;9;8;8;6;2;4;47;9;0
0;1;3;8;7;6;6;8;7;7;8;7;8;7;1;6;46;9;0
1;2;3;10;9;5;9;8;9;8;8;7;10;3;10;5;46;9;0
0;0;8;7;8;7;7;9;8;9;8;8;8;6;2;4;45;9;0
0;5;6;8;7;6;7;10;10;10;10;10;9;0;7;2;45;9;0
0;3;4;10;9;6;6;8;9;8;8;7;7;3;9;7;44;9;0
1;1;6;8;10;9;3;8;8;8;10;7;9;7;5;7;44;9;0
0;7;7;7;7;7;4;4;9;8;10;6;6;1;7;4;44;9;0
1;7;3;7;8;3;8;8;10;10;5;8;8;2;6;2;44;9;0
1;3;6;8;8;6;8;8;10;10;8;8;3;3;6;7;43;9;0
1;5;6;9;9;8;8;5;10;10;9;10;5;7;6;6;43;9;0
0;5;6;7;8;7;7;9;7;9;9;9;6;4;5;6;43;9;0
0;5;6;8;8;6;9;9;9;8;5;6;5;3;5;3;43;9;0
0;12;8;9;8;9;10;10;10;10;8;10;4;8;3;2;43;9;0
1;1;7;10;10;6;10;8;9;9;9;10;9;6;2;1;43;9;0
1;2;7;7;7;6;8;4;8;8;7;8;6;1;10;9;42;9;0
0;3;7;7;8;9;8;6;8;9;9;9;8;8;9;9;42;9;0
1;2;8;10;10;10;10;9;7;9;9;8;10;9;1;6;42;9;0
0;1;7;10;10;7;9;9;8;9;7;7;4;6;6;5;42;9;0
0;5;5;7;7;8;8;9;9;9;8;8;7;4;10;9;41;9;0
1;2;6;7;6;8;5;9;9;8;7;9;2;1;10;9;39;9;0
0;5;9;9;9;9;8;10;10;10;10;8;7;3;9;7;39;9;0
1;5;8;8;8;8;10;8;10;10;9;10;2;9;1;4;38;9;0
0;6;8;9;8;6;7;8;8;8;8;8;3;9;1;2;37;9;0
1;0;5;7;9;8;8;8;9;9;9;8;10;5;7;9;36;9;0
0;5;0;0;0;0;0;9;10;10;9;10;9;6;8;7;36;9;0
1;6;6;8;9;10;4;10;10;10;10;10;7;7;7;6;36;9;0
0;14;7;9;9;7;8;8;8;8;9;9;8;6;5;5;36;9;0
0;1;4;5;6;4;6;10;8;8;7;7;4;6;6;5;35;9;0
0;4;5;9;5;3;6;9;9;8;9;8;8;6;5;5;35;9;0
1;4;10;8;7;10;10;9;9;9;9;8;9;3;4;4;35;9;0
0;1;5;4;8;8;4;9;7;9;7;9;9;9;6;2;35;9;0
1;3;7;6;6;8;6;8;9;10;10;9;5;5;9;9;34;9;0
1;4;5;8;9;6;7;8;9;9;7;8;6;8;5;6;34;9;0
1;2;3;8;7;6;7;8;9;9;9;9;2;1;8;8;33;9;0
1;21;7;8;8;7;7;6;9;7;8;7;7;6;7;10;32;9;0
0;5;4;7;8;5;7;8;8;8;8;7;6;5;7;7;32;9;0
0;0;4;6;6;4;4;10;8;8;8;8;10;7;1;7;32;9;0
1;3;6;8;8;3;6;10;8;8;8;8;6;6;3;3;32;9;0
0;5;6;8;8;6;8;9;8;9;8;7;7;3;9;7;31;9;0
0;8;5;5;8;6;9;10;8;9;7;7;4;6;6;5;31;9;0
0;10;2;5;5;2;5;9;8;9;9;6;1;6;7;4;31;9;0
1;2;9;7;8;7;5;2;10;10;5;10;10;7;4;7;29;9;0
0;5;2;8;8;7;6;6;8;8;8;8;3;3;3;3;29;9;0
1;4;6;7;8;4;6;9;9;10;9;9;10;3;10;5;28;9;0
0;1;7;8;8;7;8;10;9;9;9;8;8;6;5;5;26;9;0
1;3;5;6;5;4;4;9;9;9;9;9;3;4;5;9;25;9;0
1;3;7;9;9;10;9;9;9;9;9;9;5;9;4;9;25;9;0
0;6;6;8;8;6;8;3;2;25;3;3;9;1;2;2;25;9;0
1;1;8;3;8;8;4;7;7;7;9;9;8;9;8;8;24;9;0
0;2;2;4;8;5;8;8;8;10;6;5;4;2;5;7;24;9;0
0;4;5;5;5;5;5;8;10;10;6;9;2;2;8;5;24;9;0
0;5;4;5;5;1;3;10;8;8;9;7;4;6;6;5;24;9;0
0;4;2;6;7;2;7;10;9;9;8;7;4;6;6;5;24;9;0
1;4;7;10;9;8;8;8;9;9;8;8;6;2;7;3;24;9;0
1;1;7;9;6;5;3;8;10;9;9;10;2;6;4;5;23;9;0
0;2;4;4;4;4;4;9;10;10;10;10;9;6;8;7;22;9;0
1;2;5;8;8;8;9;10;9;10;10;10;7;6;7;5;22;9;0
0;1;6;8;8;7;7;9;9;8;9;9;8;6;5;5;22;9;0
1;6;4;2;5;4;5;7;10;9;9;8;8;5;2;4;22;9;0
0;17;5;8;8;7;7;9;8;8;8;6;2;1;10;10;21;9;0
1;7;6;8;7;6;6;8;8;8;8;6;10;5;7;5;21;9;0
0;1;6;9;8;9;8;8;8;9;8;8;9;9;6;2;21;9;0
0;3;4;7;9;6;9;10;10;10;10;10;6;6;1;2;21;9;0
0;3;5;10;10;8;8;9;8;8;9;7;7;9;7;8;19;9;0
0;3;3;8;6;6;6;9;10;9;7;7;2;5;9;7;19;9;0
1;3;9;8;8;9;7;5;10;10;8;8;5;7;6;6;19;9;0
0;2;7;9;8;8;8;8;8;8;8;8;8;6;7;2;19;9;0
0;2;5;8;7;5;8;7;7;10;10;7;6;8;6;9;17;9;0
1;3;6;8;8;8;4;6;10;9;8;10;9;8;1;5;17;9;0
0;1;4;4;4;3;3;9;10;8;8;8;8;8;9;9;16;9;0
1;1;3;8;7;1;5;9;7;8;8;7;10;5;8;7;16;9;0
0;1;7;9;8;8;7;9;8;9;9;9;10;7;1;7;16;9;0
1;5;6;8;8;7;8;7;7;8;7;9;8;7;5;6;16;9;0
0;2;6;8;7;6;9;9;10;9;9;9;8;9;2;8;15;9;0
1;1;4;8;7;6;6;8;7;10;7;10;6;7;8;10;14;9;0
1;4;6;6;7;5;5;2;10;10;10;10;10;6;8;9;14;9;0
0;2;6;4;8;8;4;6;8;8;8;8;10;1;5;8;14;9;0
0;3;6;5;5;5;5;10;10;9;10;10;9;6;8;7;14;9;0
0;1;5;7;7;6;7;9;7;8;8;7;8;9;4;6;14;9;0
0;5;7;8;8;7;8;10;6;8;10;6;6;7;8;2;14;9;0
1;10;5;9;7;5;5;6;8;9;5;6;8;2;6;2;14;9;0
0;3;5;8;7;5;6;7;8;8;8;7;3;7;3;4;12;9;0
0;2;6;9;9;5;7;10;9;9;9;9;6;6;1;2;12;9;0
0;7;8;5;7;7;7;7;9;10;10;10;7;6;10;10;11;9;0
1;3;6;5;5;9;7;10;9;9;10;10;9;1;10;10;11;9;0
0;4;2;8;10;1;7;10;9;7;8;8;9;5;4;5;11;9;0
0;1;4;4;4;4;4;10;10;10;9;10;9;6;8;7;9;9;0
1;1;7;8;7;7;4;9;10;9;9;8;9;8;1;5;9;9;0
1;2;7;7;7;8;7;7;9;8;7;7;9;9;4;10;8;9;0
1;2;6;6;6;6;6;9;9;8;10;8;9;7;5;7;8;9;0
1;2;6;5;7;6;5;7;9;10;10;10;2;6;4;5;8;9;0
0;5;8;8;7;6;5;9;10;10;9;9;7;6;10;10;7;9;0
1;4;6;7;6;6;6;8;10;9;7;7;2;1;10;9;7;9;0
1;6;5;5;6;5;5;9;9;9;8;9;5;6;8;7;7;9;0
0;12;5;7;7;5;6;8;10;10;10;10;4;8;3;2;7;9;0
1;0;9;8;7;8;6;8;8;9;8;9;7;8;9;8;6;9;0
0;2;5;10;9;8;9;8;8;9;10;8;5;8;2;5;6;9;0
1;2;8;8;9;10;8;5;10;9;8;9;9;8;1;5;6;9;0
1;6;5;10;8;8;7;9;9;9;9;9;5;4;4;4;6;9;0
0;6;9;9;9;9;9;5;10;8;8;7;10;7;10;1;6;9;0
1;1;5;8;8;7;5;10;8;8;10;9;8;6;10;9;5;9;0
1;1;5;10;10;10;10;4;3;9;4;9;3;10;4;4;5;9;0
0;3;6;6;10;5;10;8;10;10;7;7;2;2;2;3;5;9;0
0;3;6;8;8;6;6;9;8;10;7;7;2;8;1;2;5;9;0
0;22;8;7;8;7;5;8;2;8;10;6;10;7;10;1;5;9;0
1;1;6;9;8;7;6;8;10;10;7;7;6;7;8;10;4;9;0
0;0;3;6;7;5;5;8;9;9;8;7;7;3;9;7;4;9;0
0;1;5;4;5;6;6;9;9;10;9;9;6;9;8;7;4;9;0
1;3;9;9;9;9;8;5;8;9;7;9;6;5;4;4;4;9;0
1;2;7;10;7;6;6;5;10;10;10;10;10;6;8;9;3;9;0
1;3;9;9;9;8;7;4;9;9;6;8;4;7;3;8;3;9;0
0;3;4;9;9;6;8;9;9;9;8;7;7;3;9;7;3;9;0
0;3;8;9;10;10;10;8;9;8;8;6;7;3;9;7;3;9;0
0;1;3;6;7;5;7;9;8;9;8;7;10;7;1;7;3;9;0
0;0;6;6;6;6;6;8;9;8;9;9;4;10;7;5;3;9;0
1;3;8;9;8;8;6;8;9;10;10;10;7;9;6;5;3;9;0
1;7;7;7;8;5;7;9;10;10;8;10;2;6;4;5;3;9;0
0;2;6;6;7;6;6;6;8;9;9;8;5;8;2;5;3;9;0
0;11;4;8;7;8;9;9;9;8;9;7;1;6;7;4;3;9;0
0;4;6;8;6;7;7;8;8;8;9;6;6;4;9;3;3;9;0
0;0;5;8;8;5;7;8;6;6;8;5;6;7;1;3;3;9;0
1;3;7;8;9;7;9;9;9;9;9;9;3;5;1;2;3;9;0
0;1;5;8;9;6;8;9;9;9;9;9;3;8;8;8;2;9;0
1;2;6;8;7;6;5;9;8;8;9;6;10;5;8;7;2;9;0
0;6;6;8;9;8;10;9;9;8;9;8;1;6;7;4;2;9;0
0;2;5;5;6;4;7;9;9;9;9;7;5;4;8;8;1;9;0
0;4;2;3;6;4;6;8;8;8;8;7;5;4;8;8;1;9;0
0;4;3;7;7;4;6;9;9;9;9;6;5;4;8;8;1;9;0
1;3;3;7;6;5;4;10;8;9;9;8;10;8;6;6;1;9;0
0;1;7;7;7;7;7;8;8;7;8;9;5;8;2;5;1;9;0
0;5;1;5;5;4;5;7;9;8;10;6;2;4;4;2;1;9;0
1;7;5;6;6;7;5;8;9;9;9;9;3;4;5;9;0;9;0
0;0;4;6;7;5;8;9;7;7;6;7;8;7;1;6;0;9;0
0;4;6;7;9;6;7;8;7;7;9;9;3;7;7;4;0;9;0
1;0;6;9;9;8;7;9;9;7;7;7;10;5;8;7;-1;9;0
1;2;8;7;8;7;6;10;10;9;8;8;6;7;6;6;-1;9;0
0;8;8;10;10;6;10;10;10;10;10;10;9;0;7;2;-1;9;0
1;0;4;6;7;7;7;9;8;10;8;10;9;9;4;10;-2;9;0
0;2;6;6;8;7;9;5;5;5;5;5;3;8;8;8;-2;9;0
0;0;6;8;6;7;6;10;9;9;9;9;9;1;5;8;-2;9;0
0;1;6;1;5;1;1;9;9;9;9;9;6;6;1;2;-2;9;0
0;0;4;6;7;4;7;9;9;9;7;7;4;6;6;5;-4;9;0
0;6;9;9;9;9;10;8;10;10;9;10;7;6;10;10;-5;9;0
0;3;5;8;7;7;7;9;8;8;8;8;5;8;8;8;-5;9;0
1;2;8;8;10;8;10;7;9;10;8;9;10;9;10;7;-5;9;0
0;4;2;2;5;1;3;10;10;9;10;10;9;6;8;7;-5;9;0
1;6;8;10;10;9;10;9;9;9;9;10;9;3;4;4;-5;9;0
1;8;3;5;7;5;5;7;7;8;9;8;8;1;8;8;-6;9;0
1;2;5;5;4;4;4;9;7;8;8;8;10;5;8;7;-6;9;0
0;1;1;4;6;2;6;8;9;8;9;8;7;1;8;2;-7;9;0
0;2;1;5;4;1;3;9;10;10;10;10;9;6;8;7;-8;9;0
0;1;3;8;10;6;10;7;10;10;10;10;2;1;6;2;-8;9;0
0;5;7;10;10;6;6;9;10;10;10;10;9;6;8;7;-9;9;0
1;5;7;9;8;7;6;8;8;8;9;7;10;5;8;7;-9;9;0
0;3;5;7;9;5;4;7;6;6;7;7;8;7;1;6;-11;9;0
0;5;6;6;6;5;5;10;10;10;10;10;6;6;1;2;-11;9;0
1;6;5;7;7;7;8;9;9;9;9;9;2;1;8;8;-12;9;0
1;5;6;8;8;7;9;10;8;8;9;9;9;1;9;10;-13;9;0
1;0;6;9;7;7;8;9;10;10;5;7;6;7;8;10;-15;9;0
1;3;7;7;6;8;7;9;9;9;9;9;7;5;8;8;-15;9;0
1;4;8;10;10;2;8;8;10;10;8;9;5;6;8;7;-16;9;0
